assignment_id	batch_id	segment_id	role	assignee	model	reasoning_effort	base_commit	source_build	guidelines_revision	status	assigned_at	completed_at	input_path	output_path	reviewer_id	notes
ASN-E42095D1404E2F3D1D86	BATCH-PILOT-NARRATIVE	SEG-BASE-693876A006F73FB1AD4E	translation_worker	translate_pilot_narrative	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:50:00+09:00	work/BATCH-PILOT-NARRATIVE/input.tsv	work/BATCH-PILOT-NARRATIVE/output.tsv		{"assignment_schema_version":"2","assignments_revision":"8d9bf8f9e6e2ba41b08c6c4cb895795b7d4baf22f3b125ab5d718c74dd43b795","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"20b776f7347c464dd3b02f8bfe8ff5bca52f42428eaefdefc44470979c0bc438","segments_revision":"f48bdea7e5385985da25d8718dc780657344140525ae5c9258d7f124ba68c67d"}
ASN-9BB83F7397CD83639913	BATCH-PILOT-NARRATIVE	SEG-BASE-F03C46447D68F2EF74D4	translation_worker	translate_pilot_narrative	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:50:00+09:00	work/BATCH-PILOT-NARRATIVE/input.tsv	work/BATCH-PILOT-NARRATIVE/output.tsv		{"assignment_schema_version":"2","assignments_revision":"8d9bf8f9e6e2ba41b08c6c4cb895795b7d4baf22f3b125ab5d718c74dd43b795","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"20b776f7347c464dd3b02f8bfe8ff5bca52f42428eaefdefc44470979c0bc438","segments_revision":"f48bdea7e5385985da25d8718dc780657344140525ae5c9258d7f124ba68c67d"}
ASN-C7FCA333D86B7D103560	BATCH-PILOT-NARRATIVE	SEG-BASE-85A8E043172838D8279C	translation_worker	translate_pilot_narrative	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:50:00+09:00	work/BATCH-PILOT-NARRATIVE/input.tsv	work/BATCH-PILOT-NARRATIVE/output.tsv		{"assignment_schema_version":"2","assignments_revision":"8d9bf8f9e6e2ba41b08c6c4cb895795b7d4baf22f3b125ab5d718c74dd43b795","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"20b776f7347c464dd3b02f8bfe8ff5bca52f42428eaefdefc44470979c0bc438","segments_revision":"f48bdea7e5385985da25d8718dc780657344140525ae5c9258d7f124ba68c67d"}
ASN-A6A5EF22209E72257559	BATCH-PILOT-NARRATIVE	SEG-BASE-C75E0CA6C708F32E5863	translation_worker	translate_pilot_narrative	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:50:00+09:00	work/BATCH-PILOT-NARRATIVE/input.tsv	work/BATCH-PILOT-NARRATIVE/output.tsv		{"assignment_schema_version":"2","assignments_revision":"8d9bf8f9e6e2ba41b08c6c4cb895795b7d4baf22f3b125ab5d718c74dd43b795","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"20b776f7347c464dd3b02f8bfe8ff5bca52f42428eaefdefc44470979c0bc438","segments_revision":"f48bdea7e5385985da25d8718dc780657344140525ae5c9258d7f124ba68c67d"}
ASN-50663A692A6661B20AEF	BATCH-PILOT-NARRATIVE	SEG-BASE-FE846C7A34733B9F90F4	translation_worker	translate_pilot_narrative	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:50:00+09:00	work/BATCH-PILOT-NARRATIVE/input.tsv	work/BATCH-PILOT-NARRATIVE/output.tsv		{"assignment_schema_version":"2","assignments_revision":"8d9bf8f9e6e2ba41b08c6c4cb895795b7d4baf22f3b125ab5d718c74dd43b795","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"20b776f7347c464dd3b02f8bfe8ff5bca52f42428eaefdefc44470979c0bc438","segments_revision":"f48bdea7e5385985da25d8718dc780657344140525ae5c9258d7f124ba68c67d"}
ASN-778BE05C568E1D286145	BATCH-PILOT-NARRATIVE	SEG-BASE-95D993AC06552FC07F00	translation_worker	translate_pilot_narrative	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:50:00+09:00	work/BATCH-PILOT-NARRATIVE/input.tsv	work/BATCH-PILOT-NARRATIVE/output.tsv		{"assignment_schema_version":"2","assignments_revision":"8d9bf8f9e6e2ba41b08c6c4cb895795b7d4baf22f3b125ab5d718c74dd43b795","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"20b776f7347c464dd3b02f8bfe8ff5bca52f42428eaefdefc44470979c0bc438","segments_revision":"f48bdea7e5385985da25d8718dc780657344140525ae5c9258d7f124ba68c67d"}
ASN-2DFCC884EAE2651BF363	BATCH-PILOT-NARRATIVE	SEG-BASE-A3DC19D65DF2192874A4	translation_worker	translate_pilot_narrative	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:50:00+09:00	work/BATCH-PILOT-NARRATIVE/input.tsv	work/BATCH-PILOT-NARRATIVE/output.tsv		{"assignment_schema_version":"2","assignments_revision":"8d9bf8f9e6e2ba41b08c6c4cb895795b7d4baf22f3b125ab5d718c74dd43b795","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"20b776f7347c464dd3b02f8bfe8ff5bca52f42428eaefdefc44470979c0bc438","segments_revision":"f48bdea7e5385985da25d8718dc780657344140525ae5c9258d7f124ba68c67d"}
ASN-7CED7044081B44CD9391	BATCH-PILOT-NARRATIVE	SEG-BASE-AE53CD5D5EF16D430BA8	translation_worker	translate_pilot_narrative	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:50:00+09:00	work/BATCH-PILOT-NARRATIVE/input.tsv	work/BATCH-PILOT-NARRATIVE/output.tsv		{"assignment_schema_version":"2","assignments_revision":"8d9bf8f9e6e2ba41b08c6c4cb895795b7d4baf22f3b125ab5d718c74dd43b795","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"20b776f7347c464dd3b02f8bfe8ff5bca52f42428eaefdefc44470979c0bc438","segments_revision":"f48bdea7e5385985da25d8718dc780657344140525ae5c9258d7f124ba68c67d"}
ASN-2BCDAEE13148D1213070	BATCH-PILOT-NARRATIVE	SEG-BASE-7EEDEC5FC729AC70F628	translation_worker	translate_pilot_narrative	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:50:00+09:00	work/BATCH-PILOT-NARRATIVE/input.tsv	work/BATCH-PILOT-NARRATIVE/output.tsv		{"assignment_schema_version":"2","assignments_revision":"8d9bf8f9e6e2ba41b08c6c4cb895795b7d4baf22f3b125ab5d718c74dd43b795","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"20b776f7347c464dd3b02f8bfe8ff5bca52f42428eaefdefc44470979c0bc438","segments_revision":"f48bdea7e5385985da25d8718dc780657344140525ae5c9258d7f124ba68c67d"}
ASN-D231627D1D9178A8BAB0	BATCH-PILOT-NARRATIVE	SEG-BASE-F96D949922C21767B853	translation_worker	translate_pilot_narrative	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:50:00+09:00	work/BATCH-PILOT-NARRATIVE/input.tsv	work/BATCH-PILOT-NARRATIVE/output.tsv		{"assignment_schema_version":"2","assignments_revision":"8d9bf8f9e6e2ba41b08c6c4cb895795b7d4baf22f3b125ab5d718c74dd43b795","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"20b776f7347c464dd3b02f8bfe8ff5bca52f42428eaefdefc44470979c0bc438","segments_revision":"f48bdea7e5385985da25d8718dc780657344140525ae5c9258d7f124ba68c67d"}
ASN-A8EFC953245461542BF4	BATCH-PILOT-SYSTEM	SEG-BASE-BBA67ED2158B67437987	translation_worker	translate_pilot_system	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:51:00+09:00	work/BATCH-PILOT-SYSTEM/input.tsv	work/BATCH-PILOT-SYSTEM/output.tsv		{"assignment_schema_version":"2","assignments_revision":"ca020099c887ee215467561cbd573190aac1fa91ef6e7b3e6a16c04828489626","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"dc22a5b221c15e52c66799e7f2da146f495e25784675c2102494541fb14bdaf6","segments_revision":"3c574850337d5c8c1d7c021d1ce385c75f06568b16b8fb010cec907a3651596b"}
ASN-DE481E6BA1AEAB6EE3FC	BATCH-PILOT-SYSTEM	SEG-BASE-10F825939BAC0C26E466	translation_worker	translate_pilot_system	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:51:00+09:00	work/BATCH-PILOT-SYSTEM/input.tsv	work/BATCH-PILOT-SYSTEM/output.tsv		{"assignment_schema_version":"2","assignments_revision":"ca020099c887ee215467561cbd573190aac1fa91ef6e7b3e6a16c04828489626","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"dc22a5b221c15e52c66799e7f2da146f495e25784675c2102494541fb14bdaf6","segments_revision":"3c574850337d5c8c1d7c021d1ce385c75f06568b16b8fb010cec907a3651596b"}
ASN-EEF3545EFD121C84F541	BATCH-PILOT-SYSTEM	SEG-BASE-06379FB00FBB4A69E63F	translation_worker	translate_pilot_system	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:51:00+09:00	work/BATCH-PILOT-SYSTEM/input.tsv	work/BATCH-PILOT-SYSTEM/output.tsv		{"assignment_schema_version":"2","assignments_revision":"ca020099c887ee215467561cbd573190aac1fa91ef6e7b3e6a16c04828489626","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"dc22a5b221c15e52c66799e7f2da146f495e25784675c2102494541fb14bdaf6","segments_revision":"3c574850337d5c8c1d7c021d1ce385c75f06568b16b8fb010cec907a3651596b"}
ASN-5285042DEE43B9D7F727	BATCH-PILOT-SYSTEM	SEG-BASE-D469E2569E91DB1E1DEF	translation_worker	translate_pilot_system	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:51:00+09:00	work/BATCH-PILOT-SYSTEM/input.tsv	work/BATCH-PILOT-SYSTEM/output.tsv		{"assignment_schema_version":"2","assignments_revision":"ca020099c887ee215467561cbd573190aac1fa91ef6e7b3e6a16c04828489626","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"dc22a5b221c15e52c66799e7f2da146f495e25784675c2102494541fb14bdaf6","segments_revision":"3c574850337d5c8c1d7c021d1ce385c75f06568b16b8fb010cec907a3651596b"}
ASN-16665867209A04E5A171	BATCH-PILOT-SYSTEM	SEG-BASE-A5B7FDDFE080C0D5231C	translation_worker	translate_pilot_system	gpt-5.6-luna	xhigh	d266f05837da37b79d13beda587e06f686753a58	DGR-WIN-1.0.5-b3e7048e	d266f05837da37b79d13beda587e06f686753a58	RUNTIME_VALIDATED	2026-09-01T21:30:00+09:00	2026-09-01T21:51:00+09:00	work/BATCH-PILOT-SYSTEM/input.tsv	work/BATCH-PILOT-SYSTEM/output.tsv		{"assignment_schema_version":"2","assignments_revision":"ca020099c887ee215467561cbd573190aac1fa91ef6e7b3e6a16c04828489626","build_migration":{"from_build":"DGR-WIN-1.0.4-3ff472fb","to_build":"DGR-WIN-1.0.5-b3e7048e"},"input_sha256":"dc22a5b221c15e52c66799e7f2da146f495e25784675c2102494541fb14bdaf6","segments_revision":"3c574850337d5c8c1d7c021d1ce385c75f06568b16b8fb010cec907a3651596b"}
